date,iso_code,new_cases_smoothed,new_deaths_smoothed,population,num_vacunes
2020/09/06,HRV,263,2,4105268,
2020/09/06,HUN,346.571,1.429,9660350,
2020/09/06,IRL,130.286,0,4937796,
2020/09/06,ISL,5.143,0,341250,
2020/09/06,ITA,1345.143,9.143,60461828,
2020/09/06,LIE,0,0,38137,
2020/09/06,LTU,29.857,0,2722291,
2020/09/06,LUX,46.429,0,625976,
2020/09/06,LVA,5,0.143,1886202,
2020/09/06,MLT,25.286,0.286,441539,
2020/09/06,NLD,739.714,3.571,17134873,
2020/09/06,NOR,106.429,0,5421242,
2020/09/06,POL,564.857,12.429,37846605,
2020/09/06,PRT,355.714,3,10196707,
2020/09/06,ROU,1175.571,45,19237682,
2020/09/06,SVK,105.429,0.571,5459643,
2020/09/06,SVN,42.857,0.286,2078932,
2020/09/06,SWE,146.714,2,10099270,
2020/09/07,AUT,303.286,1.857,9006400,
2020/09/07,BEL,504.714,2,11589616,
2020/09/07,BGR,125.714,6.857,6948445,
2020/09/07,CYP,3.143,0.286,875899,
2020/09/07,CZE,585.429,1.857,10708982,
2020/09/07,DEU,1260.571,4,83783945,
2020/09/07,DNK,161.429,0.571,5792203,
2020/09/07,ESP,8955.857,60.286,46754783,
2020/09/07,EST,22.429,0,1326539,
2020/09/07,FIN,34.429,0,5540718,
2020/09/07,FRA,6864.143,12.714,67564251,
2020/09/07,GRC,192.286,3.286,10423056,
2020/09/07,HRV,258.857,2.143,4105268,
2020/09/07,HUN,403.429,1.429,9660350,
2020/09/07,IRL,137.571,0,4937796,
2020/09/07,ISL,5.143,0,341250,
2020/09/07,ITA,1367.143,10,60461828,
2020/09/07,LIE,0,0,38137,
2020/09/07,LTU,27.714,0,2722291,
2020/09/07,LUX,47.857,0,625976,
2020/09/07,LVA,4.714,0.143,1886202,
2020/09/07,MLT,27.571,0.286,441539,
2020/09/07,NLD,781.429,3.714,17134873,
2020/09/07,NOR,105.571,0,5421242,
2020/09/07,POL,536.286,12.143,37846605,
2020/09/07,PRT,356.429,3,10196707,
2020/09/07,ROU,1193.857,43.571,19237682,
2020/09/07,SVK,102.714,0.571,5459643,
2020/09/07,SVN,43.857,0.286,2078932,
2020/09/07,SWE,168.429,2,10099270,
2020/09/08,AUT,348.429,1.857,9006400,
2020/09/08,BEL,522,2.143,11589616,
2020/09/08,BGR,122.714,7.143,6948445,
2020/09/08,CYP,3,0.143,875899,
2020/09/08,CZE,680,2.286,10708982,
2020/09/08,DEU,1277.429,4.143,83783945,
2020/09/08,DNK,182.143,0.429,5792203,
2020/09/08,ESP,9077.143,63.143,46754783,
2020/09/08,EST,24.143,0,1326539,
2020/09/08,FIN,27.857,0,5540718,
2020/09/08,FRA,7097.571,14.286,67564251,
2020/09/08,GRC,186.857,2.714,10423056,
2020/09/08,HRV,267.286,2.286,4105268,
2020/09/08,HUN,435.286,1.429,9660350,
2020/09/08,IRL,150.714,0.143,4937796,
2020/09/08,ISL,4.857,0,341250,
2020/09/08,ITA,1423.429,10.286,60461828,
2020/09/08,LIE,0,0,38137,
2020/09/08,LTU,29,0,2722291,
2020/09/08,LUX,49.857,0,625976,
2020/09/08,LVA,4,0.143,1886202,
2020/09/08,MLT,27.143,0.286,441539,
2020/09/08,NLD,855.714,2.714,17134873,
2020/09/08,NOR,107.429,0,5421242,
2020/09/08,POL,514.857,11.143,37846605,
2020/09/08,PRT,378.857,3.143,10196707,
2020/09/08,ROU,1205.714,40.857,19237682,
2020/09/08,SVK,105.429,0.571,5459643,
2020/09/08,SVN,44,0.286,2078932,
2020/09/08,SWE,169.429,3.571,10099270,
2020/09/09,AUT,373.429,1.857,9006400,
2020/09/09,BEL,540,2.714,11589616,
2020/09/09,BGR,116.857,7.714,6948445,
2020/09/09,CYP,2.714,0.143,875899,
2020/09/09,CZE,751.857,2.714,10708982,
2020/09/09,DEU,1288.857,2.857,83783945,
2020/09/09,DNK,202.286,0.286,5792203,
2020/09/09,ESP,9117.857,62,46754783,
2020/09/09,EST,24.286,0,1326539,
2020/09/09,FIN,38.429,0.143,5540718,
2020/09/09,FRA,7312.714,15,67564251,
2020/09/09,GRC,189,2.857,10423056,
2020/09/09,HRV,271.571,2.143,4105268,
2020/09/09,HUN,441.857,1.286,9660350,
2020/09/09,IRL,150,0.571,4937796,
2020/09/09,ISL,4.571,0,341250,
2020/09/09,ITA,1438.286,11.429,60461828,
2020/09/09,LIE,0.143,0,38137,
2020/09/09,LTU,29.429,0,2722291,
2020/09/09,LUX,39.714,0,625976,
2020/09/09,LVA,5.286,0.143,1886202,
2020/09/09,MLT,33,0.143,441539,
2020/09/09,NLD,917.857,2,17134873,
2020/09/09,NOR,101.714,0,5421242,
2020/09/09,POL,490,9.857,37846605,
2020/09/09,PRT,415.429,3.143,10196707,
2020/09/09,ROU,1201.857,42.429,19237682,
2020/09/09,SVK,120.857,0.571,5459643,
2020/09/09,SVN,47.571,0.143,2078932,
2020/09/09,SWE,192.571,3.143,10099270,
2020/09/10,AUT,410.714,1.857,9006400,
2020/09/10,BEL,574.857,2.571,11589616,
2020/09/10,BGR,117.571,6.857,6948445,
2020/09/10,CYP,2.714,0.143,875899,
2020/09/10,CZE,851.571,3.143,10708982,
2020/09/10,DEU,1329.857,3.286,83783945,
2020/09/10,DNK,221.857,0.429,5792203,
2020/09/10,ESP,9375.714,66.429,46754783,
2020/09/10,EST,22.714,0,1326539,
2020/09/10,FIN,38.429,0.143,5540718,
2020/09/10,FRA,7689.857,15.286,67564251,
2020/09/10,GRC,207.714,2.714,10423056,
2020/09/10,HRV,260.429,2,4105268,
2020/09/10,HUN,466.857,1.429,9660350,
2020/09/10,IRL,164.857,0.571,4937796,
2020/09/10,ISL,4.143,0,341250,
2020/09/10,ITA,1466.857,11.429,60461828,
2020/09/10,LIE,0.286,0,38137,
2020/09/10,LTU,31.714,0,2722291,
2020/09/10,LUX,39.571,0,625976,
2020/09/10,LVA,5.429,0.143,1886202,
2020/09/10,MLT,34.143,0.143,441539,
2020/09/10,NLD,951.429,2.429,17134873,
2020/09/10,NOR,106.714,0.143,5421242,
2020/09/10,POL,474.857,9.571,37846605,
2020/09/10,PRT,439.286,3.286,10196707,
2020/09/10,ROU,1204,42.857,19237682,
2020/09/10,SVK,129,0,5459643,
2020/09/10,SVN,51,0.143,2078932,
2020/09/10,SWE,209.286,1.571,10099270,
2020/09/11,AUT,442.571,2.143,9006400,
2020/09/11,BEL,623.286,2.571,11589616,
2020/09/11,BGR,120.714,6.857,6948445,
2020/09/11,CYP,2.571,0.143,875899,
2020/09/11,CZE,944.429,3,10708982,
2020/09/11,DEU,1350.286,3,83783945,
2020/09/11,DNK,238.857,0.286,5792203,
2020/09/11,ESP,9619.571,47,46754783,
2020/09/11,EST,25.143,0,1326539,
2020/09/11,FIN,41,0.143,5540718,
2020/09/11,FRA,7786.286,30,67564251,
2020/09/11,GRC,219.143,3,10423056,
2020/09/11,HRV,239.857,2.286,4105268,
2020/09/11,HUN,503.857,1.429,9660350,
2020/09/11,IRL,181.143,0.571,4937796,
2020/09/11,ISL,3.714,0,341250,
2020/09/11,ITA,1450.286,11.286,60461828,
2020/09/11,LIE,0.286,0,38137,
2020/09/11,LTU,34.286,0.143,2722291,
2020/09/11,LUX,33.429,0,625976,
2020/09/11,LVA,6.143,0,1886202,
2020/09/11,MLT,37.571,0.286,441539,
2020/09/11,NLD,1028.143,2.857,17134873,
2020/09/11,NOR,110.286,0.143,5421242,
2020/09/11,POL,461,9.857,37846605,
2020/09/11,PRT,479.429,3.143,10196707,
2020/09/11,ROU,1211.429,41.143,19237682,
2020/09/11,SVK,136,0,5459643,
2020/09/11,SVN,59.714,0.143,2078932,
2020/09/11,SWE,217.143,1.571,10099270,
2020/09/12,AUT,515.571,2.714,9006400,
2020/09/12,BEL,664.714,2.429,11589616,
2020/09/12,BGR,120.143,6.571,6948445,
2020/09/12,CYP,2.286,0.143,875899,
2020/09/12,CZE,1092.714,3.143,10708982,
2020/09/12,DEU,1394.143,3.286,83783945,
2020/09/12,DNK,260.857,0.429,5792203,
2020/09/12,ESP,9619.571,47,46754783,
2020/09/12,EST,23.429,0,1326539,
2020/09/12,FIN,42.286,0.143,5540718,
2020/09/12,FRA,8178.143,30.857,67564251,
2020/09/12,GRC,235.714,3.143,10423056,
2020/09/12,HRV,232.714,3,4105268,
2020/09/12,HUN,561.857,1.286,9660350,
2020/09/12,IRL,170.857,0.857,4937796,
2020/09/12,ISL,3.714,0,341250,
2020/09/12,ITA,1422.714,9.857,60461828,
2020/09/12,LIE,0.571,0,38137,
2020/09/12,LTU,36.714,0.143,2722291,
2020/09/12,LUX,37.571,0,625976,
2020/09/12,LVA,5.571,0,1886202,
2020/09/12,MLT,37.143,0.143,441539,
2020/09/12,NLD,1114.571,2.286,17134873,
2020/09/12,NOR,111.857,0.143,5421242,
2020/09/12,POL,466.143,9.857,37846605,
2020/09/12,PRT,481,3.143,10196707,
2020/09/12,ROU,1217.429,39.571,19237682,
2020/09/12,SVK,132.429,0.143,5459643,
2020/09/12,SVN,68.714,0,2078932,
2020/09/12,SWE,217.143,1.571,10099270,
2020/09/13,AUT,555.429,2.857,9006400,
2020/09/13,BEL,726.857,2.571,11589616,
2020/09/13,BGR,118.429,6.286,6948445,
2020/09/13,CYP,2.429,0.143,875899,
2020/09/13,CZE,1147.429,2.857,10708982,
2020/09/13,DEU,1429.857,3.429,83783945,
2020/09/13,DNK,288.143,0.571,5792203,
2020/09/13,ESP,9619.571,47,46754783,
2020/09/13,EST,22.857,0,1326539,
2020/09/13,FIN,41.286,0.143,5540718,
2020/09/13,FRA,8082.286,31,67564251,
2020/09/13,GRC,245.143,3,10423056,
2020/09/13,HRV,224.143,3.714,4105268,
2020/09/13,HUN,560.286,1.857,9660350,
2020/09/13,IRL,187.571,1,4937796,
2020/09/13,ISL,3.429,0,341250,
2020/09/13,ITA,1445.571,9.857,60461828,
2020/09/13,LIE,0.571,0,38137,
2020/09/13,LTU,36.143,0.286,2722291,
2020/09/13,LUX,29.857,0,625976,
2020/09/13,LVA,6.571,0,1886202,
2020/09/13,MLT,44.714,0.143,441539,
2020/09/13,NLD,1145.571,2.143,17134873,
2020/09/13,NOR,109.429,0.143,5421242,
2020/09/13,POL,475.429,9.714,37846605,
2020/09/13,PRT,532.143,3.857,10196707,
2020/09/13,ROU,1211.571,38.571,19237682,
2020/09/13,SVK,131.143,0.143,5459643,
2020/09/13,SVN,76.714,0,2078932,
2020/09/13,SWE,217.143,1.571,10099270,
2020/09/14,AUT,568.571,1.571,9006400,
2020/09/14,BEL,791,2.571,11589616,
2020/09/14,BGR,130.714,7.429,6948445,
2020/09/14,CYP,3.429,0,875899,
2020/09/14,CZE,1215.143,4,10708982,
2020/09/14,DEU,1370.857,3.571,83783945,
2020/09/14,DNK,304.857,0.714,5792203,
2020/09/14,ESP,9740.143,47.429,46754783,
2020/09/14,EST,23.714,0,1326539,
2020/09/14,FIN,42.857,0.143,5540718,
2020/09/14,FRA,8386.571,32.571,67564251,
2020/09/14,GRC,251,3,10423056,
2020/09/14,HRV,216.714,3.714,4105268,
2020/09/14,HUN,598.571,2.429,9660350,
2020/09/14,IRL,202.571,1,4937796,
2020/09/14,ISL,3.571,0,341250,
2020/09/14,ITA,1425.286,10.143,60461828,
2020/09/14,LIE,0.571,0,38137,
2020/09/14,LTU,41,0.286,2722291,
2020/09/14,LUX,40.571,0,625976,
2020/09/14,LVA,6.857,0,1886202,
2020/09/14,MLT,47,0.286,441539,
2020/09/14,NLD,1213.143,2.571,17134873,
2020/09/14,NOR,107.857,0.143,5421242,
2020/09/14,POL,486.143,11.286,37846605,
2020/09/14,PRT,584.143,4,10196707,
2020/09/14,ROU,1184.286,37,19237682,
2020/09/14,SVK,134.857,0.143,5459643,
2020/09/14,SVN,79.857,0,2078932,
2020/09/14,SWE,135.286,1.571,10099270,
2020/09/15,AUT,603.429,1.429,9006400,
2020/09/15,BEL,807.714,2.571,11589616,
2020/09/15,BGR,129,6.286,6948445,
2020/09/15,CYP,4.143,0,875899,
2020/09/15,CZE,1288.429,5,10708982,
2020/09/15,DEU,1436.714,4.429,83783945,
2020/09/15,DNK,318.429,0.714,5792203,
2020/09/15,ESP,9807.714,58.571,46754783,
2020/09/15,EST,22.571,0,1326539,
2020/09/15,FIN,55.429,0.429,5540718,
2020/09/15,FRA,8542,34.286,67564251,
2020/09/15,GRC,271.143,3.286,10423056,
2020/09/15,HRV,209.143,3.857,4105268,
2020/09/15,HUN,653.571,2.857,9660350,
2020/09/15,IRL,209.857,1.286,4937796,
2020/09/15,ISL,3.429,0,341250,
2020/09/15,ITA,1405.286,10,60461828,
2020/09/15,LIE,0.571,0,38137,
2020/09/15,LTU,38,0.286,2722291,
2020/09/15,LUX,44.286,0,625976,
2020/09/15,LVA,7.143,0,1886202,
2020/09/15,MLT,50.714,0.286,441539,
2020/09/15,NLD,1268.714,3,17134873,
2020/09/15,NOR,110,0.143,5421242,
2020/09/15,POL,515.429,13,37846605,
2020/09/15,PRT,589.429,4.143,10196707,
2020/09/15,ROU,1180.714,38.429,19237682,
2020/09/15,SVK,148.714,0.143,5459643,
2020/09/15,SVN,85.571,0,2078932,
2020/09/15,SWE,234,1.143,10099270,
2020/09/16,AUT,641.429,1.571,9006400,
2020/09/16,BEL,893.857,2.571,11589616,
2020/09/16,BGR,136.429,5.286,6948445,
2020/09/16,CYP,4.857,0,875899,
2020/09/16,CZE,1428,5.429,10708982,
2020/09/16,DEU,1490.857,4.429,83783945,
2020/09/16,DNK,282.429,0.714,5792203,
2020/09/16,ESP,10140.143,87.857,46754783,
2020/09/16,EST,24.429,0,1326539,
2020/09/16,FIN,45.714,0.286,5540718,
2020/09/16,FRA,8766.571,36.571,67564251,
2020/09/16,GRC,280.143,3.286,10423056,
2020/09/16,HRV,200.429,4.286,4105268,
2020/09/16,HUN,677.857,3.714,9660350,
2020/09/16,IRL,233.571,1,4937796,
2020/09/16,ISL,5.143,0,341250,
2020/09/16,ITA,1408.429,9.714,60461828,
2020/09/16,LIE,0.429,0,38137,
2020/09/16,LTU,39.857,0.286,2722291,
2020/09/16,LUX,53,0,625976,
2020/09/16,LVA,6.143,0,1886202,
2020/09/16,MLT,56.857,0.286,441539,
2020/09/16,NLD,1334.286,3.143,17134873,
2020/09/16,NOR,107.429,0.143,5421242,
2020/09/16,POL,541,12.857,37846605,
2020/09/16,PRT,583.571,4.143,10196707,
2020/09/16,ROU,1243.857,38.143,19237682,
2020/09/16,SVK,138.857,0.143,5459643,
2020/09/16,SVN,91.714,0,2078932,
2020/09/16,SWE,242.143,2.571,10099270,
2020/09/17,AUT,658,1.429,9006400,
2020/09/17,BEL,1058.286,2.714,11589616,
2020/09/17,BGR,135.143,6.143,6948445,
2020/09/17,CYP,5.857,0,875899,
2020/09/17,CZE,1677.429,5.857,10708982,
2020/09/17,DEU,1557,4.429,83783945,
2020/09/17,DNK,354.714,0.857,5792203,
2020/09/17,ESP,10215.429,100.857,46754783,
2020/09/17,EST,25.429,0,1326539,
2020/09/17,FIN,47.143,0.286,5540718,
2020/09/17,FRA,8834.714,40.571,67564251,
2020/09/17,GRC,278.286,4,10423056,
2020/09/17,HRV,194.571,4.286,4105268,
2020/09/17,HUN,711.286,4.714,9660350,
2020/09/17,IRL,237.571,1.143,4937796,
2020/09/17,ISL,7,0,341250,
2020/09/17,ITA,1406.429,10.143,60461828,
2020/09/17,LIE,0.429,0,38137,
2020/09/17,LTU,43.571,0.286,2722291,
2020/09/17,LUX,64.714,0,625976,
2020/09/17,LVA,6.571,0.143,1886202,
2020/09/17,MLT,55.857,0.286,441539,
2020/09/17,NLD,1463.714,3.571,17134873,
2020/09/17,NOR,111,0.143,5421242,
2020/09/17,POL,588.286,13.429,37846605,
2020/09/17,PRT,610,5.143,10196707,
2020/09/17,ROU,1286.571,35.286,19237682,
2020/09/17,SVK,136.429,0.286,5459643,
2020/09/17,SVN,95.571,0.143,2078932,
2020/09/17,SWE,241.571,3,10099270,
2020/09/18,AUT,690.571,1.857,9006400,
2020/09/18,BEL,1158.857,2.571,11589616,
2020/09/18,BGR,133.429,5.714,6948445,
2020/09/18,CYP,6.429,0,875899,
2020/09/18,CZE,1771.714,6.429,10708982,
2020/09/18,DEU,1644.571,5.429,83783945,
2020/09/18,DNK,377.857,0.857,5792203,
2020/09/18,ESP,10530.571,106.857,46754783,
2020/09/18,EST,26,0,1326539,
2020/09/18,FIN,49.429,0.286,5540718,
2020/09/18,FRA,9366.714,50.857,67564251,
2020/09/18,GRC,286.286,3.857,10423056,
2020/09/18,HRV,200.857,4.714,4105268,
2020/09/18,HUN,743.143,5.429,9660350,
2020/09/18,IRL,242.857,1.571,4937796,
2020/09/18,ISL,9.857,0,341250,
2020/09/18,ITA,1448,10.143,60461828,
2020/09/18,LIE,0.429,0,38137,
2020/09/18,LTU,46,0.143,2722291,
2020/09/18,LUX,90,0,625976,
2020/09/18,LVA,5.571,0.143,1886202,
2020/09/18,MLT,55.286,0.286,441539,
2020/09/18,NLD,1567.857,4,17134873,
2020/09/18,NOR,109.429,0.286,5421242,
2020/09/18,POL,611.571,14.429,37846605,
2020/09/18,PRT,623.286,5.571,10196707,
2020/09/18,ROU,1306,37.143,19237682,
2020/09/18,SVK,143.429,0.286,5459643,
2020/09/18,SVN,99.714,0.714,2078932,
2020/09/18,SWE,247.429,2.714,10099270,
2020/09/19,AUT,682.571,1.571,9006400,
2020/09/19,BEL,1181.429,3,11589616,
2020/09/19,BGR,132.571,5.429,6948445,
2020/09/19,CYP,9.571,0,875899,
2020/09/19,CZE,1843.571,6.571,10708982,
2020/09/19,DEU,1730.714,5.143,83783945,
2020/09/19,DNK,413.143,0.714,5792203,
2020/09/19,ESP,10530.571,106.857,46754783,
2020/09/19,EST,31.429,0,1326539,
2020/09/19,FIN,52.143,0.286,5540718,
2020/09/19,FRA,9684.286,51.857,67564251,
2020/09/19,GRC,277.429,4.143,10423056,
2020/09/19,HRV,193.857,3.714,4105268,
2020/09/19,HUN,727.857,6,9660350,
2020/09/19,IRL,258.286,1.286,4937796,
2020/09/19,ISL,20.714,0,341250,
2020/09/19,ITA,1467.429,12.714,60461828,
2020/09/19,LIE,0.286,0,38137,
2020/09/19,LTU,52.571,0.143,2722291,
2020/09/19,LUX,79.857,0,625976,
2020/09/19,LVA,7.286,0.143,1886202,
2020/09/19,MLT,60.714,0.571,441539,
2020/09/19,NLD,1650.286,4.143,17134873,
2020/09/19,NOR,111.286,0.286,5421242,
2020/09/19,POL,668.571,14.286,37846605,
2020/09/19,PRT,673.571,5.571,10196707,
2020/09/19,ROU,1309.143,39.286,19237682,
2020/09/19,SVK,156.143,0.143,5459643,
2020/09/19,SVN,100.857,0.857,2078932,
2020/09/19,SWE,247.429,2.714,10099270,
2020/09/20,AUT,705.143,1.429,9006400,
2020/09/20,BEL,1262.857,3.286,11589616,
2020/09/20,BGR,135,5.857,6948445,
2020/09/20,CYP,10.571,0,875899,
2020/09/20,CZE,1871.714,6.714,10708982,
2020/09/20,DEU,1746.857,5.143,83783945,
2020/09/20,DNK,432.286,1,5792203,
2020/09/20,ESP,10530.571,106.857,46754783,
2020/09/20,EST,35.429,0,1326539,
2020/09/20,FIN,57.143,0.286,5540718,
2020/09/20,FRA,10283,52.714,67564251,
2020/09/20,GRC,271.714,4.714,10423056,
2020/09/20,HRV,198.429,3.429,4105268,
2020/09/20,HUN,811.571,6.571,9660350,
2020/09/20,IRL,278.286,1.143,4937796,
2020/09/20,ISL,20.286,0,341250,
2020/09/20,ITA,1486.143,13.857,60461828,
2020/09/20,LIE,0.286,0,38137,
2020/09/20,LTU,58.429,0,2722291,
2020/09/20,LUX,79.857,0,625976,
2020/09/20,LVA,7.286,0.143,1886202,
2020/09/20,MLT,54.143,0.714,441539,
2020/09/20,NLD,1763,4.571,17134873,
2020/09/20,NOR,106.143,0.286,5421242,
2020/09/20,POL,726.857,15,37846605,
2020/09/20,PRT,656.286,6.429,10196707,
2020/09/20,ROU,1326.571,38.857,19237682,
2020/09/20,SVK,163.571,0.143,5459643,
2020/09/20,SVN,102.571,1,2078932,
2020/09/20,SWE,247.429,2.714,10099270,
2020/09/21,AUT,731,1.429,9006400,
2020/09/21,BEL,1298,3.286,11589616,
2020/09/21,BGR,136.143,5.143,6948445,
2020/09/21,CYP,9.857,0,875899,
2020/09/21,CZE,1934.571,8.143,10708982,
2020/09/21,DEU,1762.571,4.857,83783945,
2020/09/21,DNK,442.857,1,5792203,
2020/09/21,ESP,11105.429,116.429,46754783,
2020/09/21,EST,34.714,0,1326539,
2020/09/21,FIN,59.857,0.571,5540718,
2020/09/21,FRA,10160.571,55.429,67564251,
2020/09/21,GRC,310.714,4.857,10423056,
2020/09/21,HRV,199.143,3.714,4105268,
2020/09/21,HUN,816.143,6.286,9660350,
2020/09/21,IRL,275.571,1.143,4937796,
2020/09/21,ISL,29.857,0,341250,
2020/09/21,ITA,1535,14.286,60461828,
2020/09/21,LIE,0.429,0,38137,
2020/09/21,LTU,61.143,0,2722291,
2020/09/21,LUX,96,0,625976,
2020/09/21,LVA,7,0.143,1886202,
2020/09/21,MLT,53,1,441539,
2020/09/21,NLD,1899.571,4.429,17134873,
2020/09/21,NOR,104.143,0.286,5421242,
2020/09/21,POL,779.857,13.571,37846605,
2020/09/21,PRT,657.714,7,10196707,
2020/09/21,ROU,1343.143,39,19237682,
2020/09/21,SVK,168,0.143,5459643,
2020/09/21,SVN,103,1,2078932,
2020/09/21,SWE,247.429,2.714,10099270,
2020/09/22,AUT,714,2,9006400,
2020/09/22,BEL,1490.143,3.571,11589616,
2020/09/22,BGR,129.571,4.429,6948445,
2020/09/22,CYP,11.143,0,875899,
2020/09/22,CZE,2037.429,7.857,10708982,
2020/09/22,DEU,1771.143,5.429,83783945,
2020/09/22,DNK,464,1.143,5792203,
2020/09/22,ESP,11300,128.571,46754783,
2020/09/22,EST,36.286,0,1326539,
2020/09/22,FIN,67.143,0.286,5540718,
2020/09/22,FRA,10483.143,59.571,67564251,
2020/09/22,GRC,314,5.571,10423056,
2020/09/22,HRV,198.143,3.571,4105268,
2020/09/22,HUN,802.857,6.857,9660350,
2020/09/22,IRL,270.714,0.714,4937796,
2020/09/22,ISL,35,0,341250,
2020/09/22,ITA,1558.143,15,60461828,
2020/09/22,LIE,0.571,0,38137,
2020/09/22,LTU,66,0,2722291,
2020/09/22,LUX,104.571,0,625976,
2020/09/22,LVA,11.143,0.143,1886202,
2020/09/22,MLT,51.429,1,441539,
2020/09/22,NLD,2024.429,5.429,17134873,
2020/09/22,NOR,108.571,0.286,5421242,
2020/09/22,POL,795,12.714,37846605,
2020/09/22,PRT,663.143,7.143,10196707,
2020/09/22,ROU,1335.714,38.143,19237682,
2020/09/22,SVK,166.143,0.286,5459643,
2020/09/22,SVN,103.857,1,2078932,
2020/09/22,SWE,298.714,2.714,10099270,
2020/09/23,AUT,701.571,2.714,9006400,
2020/09/23,BEL,1562.714,3.429,11589616,
2020/09/23,BGR,127.571,5.714,6948445,
2020/09/23,CYP,15.143,0,875899,
2020/09/23,CZE,2061.714,10.429,10708982,
2020/09/23,DEU,1736.571,7.143,83783945,
2020/09/23,DNK,544.143,1.429,5792203,
2020/09/23,ESP,11313.714,113,46754783,
2020/09/23,EST,39.571,0,1326539,
2020/09/23,FIN,76.857,0.571,5540718,
2020/09/23,FRA,10926,59.571,67564251,
2020/09/23,GRC,320.714,5.857,10423056,
2020/09/23,HRV,187.286,3,4105268,
2020/09/23,HUN,855.714,6.857,9660350,
2020/09/23,IRL,268,0.857,4937796,
2020/09/23,ISL,41,0,341250,
2020/09/23,ITA,1585,16.143,60461828,
2020/09/23,LIE,0.714,0,38137,
2020/09/23,LTU,70,0.143,2722291,
2020/09/23,LUX,99.429,0,625976,
2020/09/23,LVA,12.286,0.143,1886202,
2020/09/23,MLT,42.286,1.286,441539,
2020/09/23,NLD,2125.571,5.857,17134873,
2020/09/23,NOR,111.286,0.286,5421242,
2020/09/23,POL,848.429,15.286,37846605,
2020/09/23,PRT,691.286,7.143,10196707,
2020/09/23,ROU,1343.429,37.857,19237682,
2020/09/23,SVK,201.286,0.429,5459643,
2020/09/23,SVN,105.714,1.143,2078932,
2020/09/23,SWE,311.571,2.286,10099270,
2020/09/24,AUT,709,3.571,9006400,
2020/09/24,BEL,1541.714,4.143,11589616,
2020/09/24,BGR,147,5.143,6948445,
2020/09/24,CYP,15,0,875899,
2020/09/24,CZE,2031.286,11.143,10708982,
2020/09/24,DEU,1756.857,8.571,83783945,
2020/09/24,DNK,507,1.429,5792203,
2020/09/24,ESP,11222.571,101.857,46754783,
2020/09/24,EST,42.571,0,1326539,
2020/09/24,FIN,82.857,0.571,5540718,
2020/09/24,FRA,11727.571,59.429,67564251,
2020/09/24,GRC,318.143,5.857,10423056,
2020/09/24,HRV,184.714,3.286,4105268,
2020/09/24,HUN,861.429,6.571,9660350,
2020/09/24,IRL,281.571,1.143,4937796,
2020/09/24,ISL,43.714,0,341250,
2020/09/24,ITA,1614,17.571,60461828,
2020/09/24,LIE,0.571,0,38137,
2020/09/24,LTU,80.857,0.429,2722291,
2020/09/24,LUX,88.143,0,625976,
2020/09/24,LVA,14.286,0,1886202,
2020/09/24,MLT,43.286,1.571,441539,
2020/09/24,NLD,2233.857,7.286,17134873,
2020/09/24,NOR,108.857,0.571,5421242,
2020/09/24,POL,891.143,16.571,37846605,
2020/09/24,PRT,680,6.143,10196707,
2020/09/24,ROU,1337.714,39.857,19237682,
2020/09/24,SVK,229.714,0.286,5459643,
2020/09/24,SVN,108.286,1.286,2078932,
2020/09/24,SWE,343.429,2,10099270,
2020/09/25,AUT,691.286,3.286,9006400,
2020/09/25,BEL,1618.143,4.571,11589616,
2020/09/25,BGR,156.429,5.143,6948445,
2020/09/25,CYP,15.143,0,875899,
2020/09/25,CZE,2150.857,12.286,10708982,
2020/09/25,DEU,1780.714,9.286,83783945,
2020/09/25,DNK,539.286,1.714,5792203,
2020/09/25,ESP,10920.143,105.286,46754783,
2020/09/25,EST,43.429,0,1326539,
2020/09/25,FIN,89.429,0.571,5540718,
2020/09/25,FRA,12137.714,59,67564251,
2020/09/25,GRC,310.714,6,10423056,
2020/09/25,HRV,183.143,3.143,4105268,
2020/09/25,HUN,859.429,7,9660350,
2020/09/25,IRL,292,0.714,4937796,
2020/09/25,ISL,47.286,0,341250,
2020/09/25,ITA,1614.714,19,60461828,
2020/09/25,LIE,0.714,0,38137,
2020/09/25,LTU,88.429,0.429,2722291,
2020/09/25,LUX,73.571,0,625976,
2020/09/25,LVA,18.143,0,1886202,
2020/09/25,MLT,42.143,1.714,441539,
2020/09/25,NLD,2344.714,8.429,17134873,
2020/09/25,NOR,110.857,0.429,5421242,
2020/09/25,POL,1009.714,17.429,37846605,
2020/09/25,PRT,697,6,10196707,
2020/09/25,ROU,1352.286,39,19237682,
2020/09/25,SVK,256,0.286,5459643,
2020/09/25,SVN,116,0.714,2078932,
2020/09/25,SWE,383.714,2.143,10099270,
2020/09/26,AUT,677.143,3.143,9006400,
2020/09/26,BEL,1722.143,4.286,11589616,
2020/09/26,BGR,168.286,4.857,6948445,
2020/09/26,CYP,13.429,0,875899,
2020/09/26,CZE,2141.143,13.143,10708982,
2020/09/26,DEU,1727.714,10.143,83783945,
2020/09/26,DNK,543.714,1.857,5792203,
2020/09/26,ESP,10920.143,105.286,46754783,
2020/09/26,EST,41.429,0,1326539,
2020/09/26,FIN,93.571,0.571,5540718,
2020/09/26,FRA,12232,61,67564251,
2020/09/26,GRC,321.429,6.429,10423056,
2020/09/26,HRV,183.143,3.571,4105268,
2020/09/26,HUN,879.571,7.857,9660350,
2020/09/26,IRL,288.857,1.429,4937796,
