date,iso_code,new_cases_smoothed,new_deaths_smoothed,population,num_vacunes
2020/06/29,LUX,19.286,0,625976,
2020/06/29,LVA,0.857,0,1886202,
2020/06/29,MLT,0.714,0,441539,
2020/06/29,NLD,81,2.429,17134873,
2020/06/29,NOR,15.857,0.143,5421242,
2020/06/29,POL,275.286,12.143,37846605,
2020/06/29,PRT,360,4.857,10196707,
2020/06/29,ROU,327.286,15.857,19237682,
2020/06/29,SVK,11,0,5459643,
2020/06/29,SVN,9.143,0.286,2078932,
2020/06/29,SWE,1057.286,32.429,10099270,
2020/06/30,AUT,51.143,1.714,9006400,
2020/06/30,BEL,88.143,4.857,11589616,
2020/06/30,BGR,125,3.143,6948445,
2020/06/30,CYP,1.143,0,875899,
2020/06/30,CZE,186.286,1.429,10708982,
2020/06/30,DEU,419.714,10.857,83783945,
2020/06/30,DNK,29.571,0.286,5792203,
2020/06/30,ESP,359.857,4.286,46754783,
2020/06/30,EST,1,0,1326539,
2020/06/30,FIN,8.429,0.143,5540718,
2020/06/30,FRA,416.286,17.714,67564251,
2020/06/30,GRC,15.286,0.286,10423056,
2020/06/30,HRV,58.714,0,4105268,
2020/06/30,HUN,6.857,1.714,9660350,
2020/06/30,IRL,11.714,2.286,4937796,
2020/06/30,ISL,1.286,0,341250,
2020/06/30,ITA,249.286,13.143,60461828,
2020/06/30,LIE,0,0,38137,
2020/06/30,LTU,2,0,2722291,
2020/06/30,LUX,23.714,0,625976,
2020/06/30,LVA,1,0,1886202,
2020/06/30,MLT,0.714,0,441539,
2020/06/30,NLD,79,2.571,17134873,
2020/06/30,NOR,15.286,0.286,5421242,
2020/06/30,POL,266.571,12.571,37846605,
2020/06/30,PRT,343.429,5.143,10196707,
2020/06/30,ROU,352.143,16,19237682,
2020/06/30,SVK,11.143,0,5459643,
2020/06/30,SVN,9.429,0.286,2078932,
2020/06/30,SWE,984.857,24.571,10099270,
2020/07/01,AUT,60.571,1.714,9006400,
2020/07/01,BEL,87.286,4.571,11589616,
2020/07/01,BGR,130.286,3.286,6948445,
2020/07/01,CYP,1.143,0,875899,
2020/07/01,CZE,181.286,0.857,10708982,
2020/07/01,DEU,431.714,9.571,83783945,
2020/07/01,DNK,25.571,0.429,5792203,
2020/07/01,ESP,367.571,5.286,46754783,
2020/07/01,EST,0.857,0,1326539,
2020/07/01,FIN,9.857,0.143,5540718,
2020/07/01,FRA,519.429,18.571,67564251,
2020/07/01,GRC,17.429,0.286,10423056,
2020/07/01,HRV,63.286,0.143,4105268,
2020/07/01,HUN,6.143,1.429,9660350,
2020/07/01,IRL,11.571,1.714,4937796,
2020/07/01,ISL,1.143,0,341250,
2020/07/01,ITA,192.857,20.571,60461828,
2020/07/01,LIE,0,0,38137,
2020/07/01,LTU,2,0,2722291,
2020/07/01,LUX,29.286,0,625976,
2020/07/01,LVA,1.429,0,1886202,
2020/07/01,MLT,0.857,0,441539,
2020/07/01,NLD,76.143,2.571,17134873,
2020/07/01,NOR,15.429,0.286,5421242,
2020/07/01,POL,279.143,11.571,37846605,
2020/07/01,PRT,335.714,5.143,10196707,
2020/07/01,ROU,352.857,16,19237682,
2020/07/01,SVK,11.429,0,5459643,
2020/07/01,SVN,10.286,0.286,2078932,
2020/07/01,SWE,840,23,10099270,
2020/07/02,AUT,66.286,1,9006400,
2020/07/02,BEL,84.429,5,11589616,
2020/07/02,BGR,129.571,3,6948445,
2020/07/02,CYP,1,0,875899,
2020/07/02,CZE,186.857,1.143,10708982,
2020/07/02,DEU,428.429,9.429,83783945,
2020/07/02,DNK,25.571,0.429,5792203,
2020/07/02,ESP,373.857,5.429,46754783,
2020/07/02,EST,0.857,0,1326539,
2020/07/02,FIN,9.857,0.143,5540718,
2020/07/02,FRA,560,17.714,67564251,
2020/07/02,GRC,19.571,0.143,10423056,
2020/07/02,HRV,61.286,0.429,4105268,
2020/07/02,HUN,6.143,1.429,9660350,
2020/07/02,IRL,12,1.571,4937796,
2020/07/02,ISL,1.714,0,341250,
2020/07/02,ITA,179.286,20,60461828,
2020/07/02,LIE,0.143,0,38137,
2020/07/02,LTU,2.714,0.143,2722291,
2020/07/02,LUX,34.857,0,625976,
2020/07/02,LVA,1.571,0,1886202,
2020/07/02,MLT,0.429,0,441539,
2020/07/02,NLD,71.571,2.571,17134873,
2020/07/02,NOR,16.286,0.286,5421242,
2020/07/02,POL,289.571,11.429,37846605,
2020/07/02,PRT,338.143,5.429,10196707,
2020/07/02,ROU,351.429,17.429,19237682,
2020/07/02,SVK,10,0,5459643,
2020/07/02,SVN,12.429,0.286,2078932,
2020/07/02,SWE,755.429,25.857,10099270,
2020/07/03,AUT,75.429,1,9006400,
2020/07/03,BEL,88.714,4.857,11589616,
2020/07/03,BGR,140.571,3.429,6948445,
2020/07/03,CYP,1,0,875899,
2020/07/03,CZE,183,0.571,10708982,
2020/07/03,DEU,392,6.429,83783945,
2020/07/03,DNK,22.429,0.286,5792203,
2020/07/03,ESP,377.143,6.714,46754783,
2020/07/03,EST,0.714,0,1326539,
2020/07/03,FIN,7.286,0.143,5540718,
2020/07/03,FRA,456.571,16.571,67564251,
2020/07/03,GRC,20.429,0.143,10423056,
2020/07/03,HRV,67,0.714,4105268,
2020/07/03,HUN,6.429,1.429,9660350,
2020/07/03,IRL,12,1.429,4937796,
2020/07/03,ISL,1.429,0,341250,
2020/07/03,ITA,174.714,17.857,60461828,
2020/07/03,LIE,0.143,0,38137,
2020/07/03,LTU,2.857,0.143,2722291,
2020/07/03,LUX,39.143,0,625976,
2020/07/03,LVA,1.429,0,1886202,
2020/07/03,MLT,0.286,0,441539,
2020/07/03,NLD,69.286,2.429,17134873,
2020/07/03,NOR,12.714,0.286,5421242,
2020/07/03,POL,287.143,11.143,37846605,
2020/07/03,PRT,327.143,6.143,10196707,
2020/07/03,ROU,352.714,18.429,19237682,
2020/07/03,SVK,11,0,5459643,
2020/07/03,SVN,13.143,0.286,2078932,
2020/07/03,SWE,683.429,20,10099270,
2020/07/04,AUT,83.571,0.714,9006400,
2020/07/04,BEL,89.857,5.571,11589616,
2020/07/04,BGR,150.286,3.571,6948445,
2020/07/04,CYP,1.143,0,875899,
2020/07/04,CZE,163.143,0.286,10708982,
2020/07/04,DEU,391.429,7.429,83783945,
2020/07/04,DNK,22.429,0.286,5792203,
2020/07/04,ESP,296.571,6.286,46754783,
2020/07/04,EST,1,0,1326539,
2020/07/04,FIN,7.143,0.143,5540718,
2020/07/04,FRA,443.714,16.429,67564251,
2020/07/04,GRC,20.714,0.143,10423056,
2020/07/04,HRV,67.143,0.857,4105268,
2020/07/04,HUN,5.143,1.571,9660350,
2020/07/04,IRL,10.286,1,4937796,
2020/07/04,ISL,1.429,0,341250,
2020/07/04,ITA,183.286,19.714,60461828,
2020/07/04,LIE,0.143,0,38137,
2020/07/04,LTU,2.571,0.143,2722291,
2020/07/04,LUX,37,0,625976,
2020/07/04,LVA,1.143,0,1886202,
2020/07/04,MLT,0.286,0,441539,
2020/07/04,NLD,68.429,3,17134873,
2020/07/04,NOR,11.429,0.286,5421242,
2020/07/04,POL,286.429,11,37846605,
2020/07/04,PRT,340,6.286,10196707,
2020/07/04,ROU,365.714,20.286,19237682,
2020/07/04,SVK,13.143,0,5459643,
2020/07/04,SVN,15.286,0.286,2078932,
2020/07/04,SWE,627.714,20,10099270,
2020/07/05,AUT,89.429,0.571,9006400,
2020/07/05,BEL,103,5.571,11589616,
2020/07/05,BGR,149.857,3.857,6948445,
2020/07/05,CYP,1.286,0,875899,
2020/07/05,CZE,130.286,0,10708982,
2020/07/05,DEU,404.286,7.857,83783945,
2020/07/05,DNK,22.571,0.286,5792203,
2020/07/05,ESP,253.571,6,46754783,
2020/07/05,EST,0.857,0,1326539,
2020/07/05,FIN,7.857,0.143,5540718,
2020/07/05,FRA,503.286,16.286,67564251,
2020/07/05,GRC,20.429,0.143,10423056,
2020/07/05,HRV,65.714,0.857,4105268,
2020/07/05,HUN,5.857,1.143,9660350,
2020/07/05,IRL,12.571,0.857,4937796,
2020/07/05,ISL,1.286,0,341250,
2020/07/05,ITA,185.857,17.571,60461828,
2020/07/05,LIE,0.143,0,38137,
2020/07/05,LTU,3,0.143,2722291,
2020/07/05,LUX,40,0,625976,
2020/07/05,LVA,1.143,0,1886202,
2020/07/05,MLT,0.286,0,441539,
2020/07/05,NLD,68.429,3.143,17134873,
2020/07/05,NOR,10.714,0.286,5421242,
2020/07/05,POL,291.857,11.286,37846605,
2020/07/05,PRT,321.571,7.143,10196707,
2020/07/05,ROU,380,19.714,19237682,
2020/07/05,SVK,14.286,0,5459643,
2020/07/05,SVN,17,0,2078932,
2020/07/05,SWE,612.714,20,10099270,
2020/07/06,AUT,91.714,0.429,9006400,
2020/07/06,BEL,99.571,6,11589616,
2020/07/06,BGR,154.714,3.857,6948445,
2020/07/06,CYP,1.143,0,875899,
2020/07/06,CZE,108.714,0.286,10708982,
2020/07/06,DEU,431.714,6.571,83783945,
2020/07/06,DNK,18.286,0.286,5792203,
2020/07/06,ESP,402.714,6,46754783,
2020/07/06,EST,1,0,1326539,
2020/07/06,FIN,6.857,0.143,5540718,
2020/07/06,FRA,556.571,15.571,67564251,
2020/07/06,GRC,24.571,0.143,10423056,
2020/07/06,HRV,70.714,0.857,4105268,
2020/07/06,HUN,6.286,0.571,9660350,
2020/07/06,IRL,9.857,0.857,4937796,
2020/07/06,ISL,1.429,0,341250,
2020/07/06,ITA,197.571,17.857,60461828,
2020/07/06,LIE,0.286,0,38137,
2020/07/06,LTU,3.571,0.143,2722291,
2020/07/06,LUX,40.857,0,625976,
2020/07/06,LVA,1.429,0,1886202,
2020/07/06,MLT,0.286,0,441539,
2020/07/06,NLD,62.429,3,17134873,
2020/07/06,NOR,10.571,0.286,5421242,
2020/07/06,POL,285.857,11,37846605,
2020/07/06,PRT,316.714,7.429,10196707,
2020/07/06,ROU,377.286,19.143,19237682,
2020/07/06,SVK,14.286,0,5459643,
2020/07/06,SVN,18.714,0,2078932,
2020/07/06,SWE,544.714,20,10099270,
2020/07/07,AUT,93.571,0.143,9006400,
2020/07/07,BEL,90.143,3.857,11589616,
2020/07/07,BGR,159,3.429,6948445,
2020/07/07,CYP,1,0,875899,
2020/07/07,CZE,104.429,0.286,10708982,
2020/07/07,DEU,417.857,6,83783945,
2020/07/07,DNK,17.286,0.571,5792203,
2020/07/07,ESP,408.429,5.286,46754783,
2020/07/07,EST,0.857,0,1326539,
2020/07/07,FIN,6.857,0.143,5540718,
2020/07/07,FRA,558.429,12.857,67564251,
2020/07/07,GRC,25.714,0.143,10423056,
2020/07/07,HRV,70.714,0.857,4105268,
2020/07/07,HUN,7.143,0.571,9660350,
2020/07/07,IRL,9.286,0.857,4937796,
2020/07/07,ISL,1.286,0,341250,
2020/07/07,ITA,196.857,18.857,60461828,
2020/07/07,LIE,0.286,0,38137,
2020/07/07,LTU,3.857,0.143,2722291,
2020/07/07,LUX,43.429,0,625976,
2020/07/07,LVA,2.286,0,1886202,
2020/07/07,MLT,0.429,0,441539,
2020/07/07,NLD,60.571,2.714,17134873,
2020/07/07,NOR,9.714,0.143,5421242,
2020/07/07,POL,288.429,9.286,37846605,
2020/07/07,PRT,325,7.571,10196707,
2020/07/07,ROU,378.571,21.143,19237682,
2020/07/07,SVK,14.286,0,5459643,
2020/07/07,SVN,19.857,0,2078932,
2020/07/07,SWE,469.429,16.286,10099270,
2020/07/08,AUT,91.429,0.143,9006400,
2020/07/08,BEL,87.714,3.143,11589616,
2020/07/08,BGR,169.714,3.857,6948445,
2020/07/08,CYP,1.286,0,875899,
2020/07/08,CZE,109.714,0.286,10708982,
2020/07/08,DEU,400.857,7.286,83783945,
2020/07/08,DNK,15.286,0.429,5792203,
2020/07/08,ESP,407.714,4.571,46754783,
2020/07/08,EST,2,0,1326539,
2020/07/08,FIN,4.143,0.143,5540718,
2020/07/08,FRA,534.429,14.571,67564251,
2020/07/08,GRC,27.143,0.143,10423056,
2020/07/08,HRV,70.571,0.857,4105268,
2020/07/08,HUN,7.571,0.429,9660350,
2020/07/08,IRL,9.286,0,4937796,
2020/07/08,ISL,1.143,0,341250,
2020/07/08,ITA,198.429,18,60461828,
2020/07/08,LIE,0.286,0,38137,
2020/07/08,LTU,5.143,0.143,2722291,
2020/07/08,LUX,43.571,0,625976,
2020/07/08,LVA,2.857,0,1886202,
2020/07/08,MLT,0.286,0,441539,
2020/07/08,NLD,59.143,2.857,17134873,
2020/07/08,NOR,7.714,0,5421242,
2020/07/08,POL,273.429,9.286,37846605,
2020/07/08,PRT,343.571,7.429,10196707,
2020/07/08,ROU,411.286,21.429,19237682,
2020/07/08,SVK,15.857,0,5459643,
2020/07/08,SVN,21.429,0,2078932,
2020/07/08,SWE,448.429,16,10099270,
2020/07/09,AUT,96.286,0.143,9006400,
2020/07/09,BEL,87.429,2.429,11589616,
2020/07/09,BGR,193.857,4.286,6948445,
2020/07/09,CYP,1.571,0,875899,
2020/07/09,CZE,105.857,-0.143,10708982,
2020/07/09,DEU,375.857,7.286,83783945,
2020/07/09,DNK,14.571,0.429,5792203,
2020/07/09,ESP,421.857,4.714,46754783,
2020/07/09,EST,3,0,1326539,
2020/07/09,FIN,4.571,0.143,5540718,
2020/07/09,FRA,520.857,15,67564251,
2020/07/09,GRC,30.571,0.143,10423056,
2020/07/09,HRV,72,0.714,4105268,
2020/07/09,HUN,7.714,0.571,9660350,
2020/07/09,IRL,10.857,0.714,4937796,
2020/07/09,ISL,0.429,0,341250,
2020/07/09,ITA,200.286,15.429,60461828,
2020/07/09,LIE,0.143,0,38137,
2020/07/09,LTU,4.571,0,2722291,
2020/07/09,LUX,46.286,0,625976,
2020/07/09,LVA,4.571,0,1886202,
2020/07/09,MLT,0.429,0,441539,
2020/07/09,NLD,55.714,2.714,17134873,
2020/07/09,NOR,9,0.143,5421242,
2020/07/09,POL,257.857,8.429,37846605,
2020/07/09,PRT,356.429,8.143,10196707,
2020/07/09,ROU,434.714,21,19237682,
2020/07/09,SVK,21.571,0,5459643,
2020/07/09,SVN,20.286,0,2078932,
2020/07/09,SWE,397.857,12.714,10099270,
2020/07/10,AUT,94.143,0.143,9006400,
2020/07/10,BEL,90,2.286,11589616,
2020/07/10,BGR,209.571,4,6948445,
2020/07/10,CYP,2,0,875899,
2020/07/10,CZE,97.429,-0.143,10708982,
2020/07/10,DEU,364.571,7.571,83783945,
2020/07/10,DNK,16.429,0.429,5792203,
2020/07/10,ESP,480.429,2.571,46754783,
2020/07/10,EST,3.143,0,1326539,
2020/07/10,FIN,5.286,0,5540718,
2020/07/10,FRA,546,16.143,67564251,
2020/07/10,GRC,35.143,0.143,10423056,
2020/07/10,HRV,74.857,0.714,4105268,
2020/07/10,HUN,7.286,0.714,9660350,
2020/07/10,IRL,13,0.571,4937796,
2020/07/10,ISL,0.429,0,341250,
2020/07/10,ITA,207.857,15,60461828,
2020/07/10,LIE,0.143,0,38137,
2020/07/10,LTU,4.714,0,2722291,
2020/07/10,LUX,47.143,0,625976,
2020/07/10,LVA,6.143,0,1886202,
2020/07/10,MLT,0.286,0,441539,
2020/07/10,NLD,51,2.286,17134873,
2020/07/10,NOR,7.571,0.143,5421242,
2020/07/10,POL,258.714,7.857,37846605,
2020/07/10,PRT,360.429,6.857,10196707,
2020/07/10,ROU,459.286,19.857,19237682,
2020/07/10,SVK,21.429,0,5459643,
2020/07/10,SVN,20.429,0,2078932,
2020/07/10,SWE,351.857,15.143,10099270,
2020/07/11,AUT,88.286,0.143,9006400,
2020/07/11,BEL,90.143,1.571,11589616,
2020/07/11,BGR,214,3.714,6948445,
2020/07/11,CYP,1.714,0,875899,
2020/07/11,CZE,96.429,0.143,10708982,
2020/07/11,DEU,358.714,7.143,83783945,
2020/07/11,DNK,16.429,0.429,5792203,
2020/07/11,ESP,480.429,2.571,46754783,
2020/07/11,EST,3,0,1326539,
2020/07/11,FIN,6.143,0,5540718,
2020/07/11,FRA,530.714,16.571,67564251,
2020/07/11,GRC,37.286,0.143,10423056,
2020/07/11,HRV,82.571,0.714,4105268,
2020/07/11,HUN,7.857,0.857,9660350,
2020/07/11,IRL,14.571,0.714,4937796,
2020/07/11,ISL,0.429,0,341250,
2020/07/11,ITA,201.143,13,60461828,
2020/07/11,LIE,0.143,0,38137,
2020/07/11,LTU,4.857,0,2722291,
2020/07/11,LUX,52.286,0,625976,
2020/07/11,LVA,7.143,0,1886202,
2020/07/11,MLT,0.286,0,441539,
2020/07/11,NLD,53.571,1.571,17134873,
2020/07/11,NOR,7.286,0.143,5421242,
2020/07/11,POL,257.429,8,37846605,
2020/07/11,PRT,378.857,7,10196707,
2020/07/11,ROU,499.571,20,19237682,
2020/07/11,SVK,20.571,0,5459643,
2020/07/11,SVN,21.143,0,2078932,
2020/07/11,SWE,343.857,15.143,10099270,
2020/07/12,AUT,88.143,0.286,9006400,
2020/07/12,BEL,98.714,1.571,11589616,
2020/07/12,BGR,216,3.143,6948445,
2020/07/12,CYP,2.571,0,875899,
2020/07/12,CZE,94.143,0.571,10708982,
2020/07/12,DEU,342.286,6.857,83783945,
2020/07/12,DNK,16.286,0.429,5792203,
2020/07/12,ESP,480.429,2.571,46754783,
2020/07/12,EST,3,0,1326539,
2020/07/12,FIN,5.857,0,5540718,
2020/07/12,FRA,531.429,16.714,67564251,
2020/07/12,GRC,40.571,0.143,10423056,
2020/07/12,HRV,81.571,0.857,4105268,
2020/07/12,HUN,7.286,0.857,9660350,
2020/07/12,IRL,14.429,0.714,4937796,
2020/07/12,ISL,0.429,0,341250,
2020/07/12,ITA,207.143,13.286,60461828,
2020/07/12,LIE,0.143,0,38137,
2020/07/12,LTU,4.714,0,2722291,
2020/07/12,LUX,57.571,0.143,625976,
2020/07/12,LVA,7,0,1886202,
2020/07/12,MLT,0.286,0,441539,
2020/07/12,NLD,57.571,1.429,17134873,
2020/07/12,NOR,7.286,0.143,5421242,
2020/07/12,POL,277.286,7.714,37846605,
2020/07/12,PRT,373.571,6.571,10196707,
2020/07/12,ROU,508.857,19.143,19237682,
2020/07/12,SVK,19.571,0,5459643,
2020/07/12,SVN,20.143,0,2078932,
2020/07/12,SWE,314,15.143,10099270,
2020/07/13,AUT,83.286,0.286,9006400,
2020/07/13,BEL,92.714,1.143,11589616,
2020/07/13,BGR,213.857,3.714,6948445,
2020/07/13,CYP,2.571,0,875899,
2020/07/13,CZE,96,0.429,10708982,
2020/07/13,DEU,302.286,7.429,83783945,
2020/07/13,DNK,22.714,0.429,5792203,
2020/07/13,ESP,594.857,2.571,46754783,
2020/07/13,EST,2.857,0,1326539,
2020/07/13,FIN,5.429,0,5540718,
2020/07/13,FRA,589.286,15.714,67564251,
2020/07/13,GRC,37.714,0.143,10423056,
2020/07/13,HRV,79.286,0.857,4105268,
2020/07/13,HUN,8.286,0.857,9660350,
2020/07/13,IRL,15.286,0.714,4937796,
2020/07/13,ISL,0.143,0,341250,
2020/07/13,ITA,201.571,14,60461828,
2020/07/13,LIE,0,0,38137,
2020/07/13,LTU,4.714,0,2722291,
2020/07/13,LUX,59.143,0.143,625976,
2020/07/13,LVA,6.714,0.143,1886202,
2020/07/13,MLT,0.286,0,441539,
2020/07/13,NLD,62.571,1.286,17134873,
2020/07/13,NOR,6.857,0.286,5421242,
2020/07/13,POL,290.714,7.857,37846605,
2020/07/13,PRT,384.143,6,10196707,
2020/07/13,ROU,532.143,19,19237682,
2020/07/13,SVK,19.571,0,5459643,
2020/07/13,SVN,19,0,2078932,
2020/07/13,SWE,302.429,15.143,10099270,
2020/07/14,AUT,85.714,0.429,9006400,
2020/07/14,BEL,103.286,1.857,11589616,
2020/07/14,BGR,220.429,4.143,6948445,
2020/07/14,CYP,2.571,0,875899,
2020/07/14,CZE,93.714,0.571,10708982,
2020/07/14,DEU,301.857,6.571,83783945,
2020/07/14,DNK,24.714,0.143,5792203,
2020/07/14,ESP,641.286,2.429,46754783,
2020/07/14,EST,2.857,0,1326539,
2020/07/14,FIN,5.571,0,5540718,
2020/07/14,FRA,533.286,14.429,67564251,
2020/07/14,GRC,42,0,10423056,
2020/07/14,HRV,79.286,1,4105268,
2020/07/14,HUN,7.571,0.857,9660350,
2020/07/14,IRL,18.857,0.571,4937796,
2020/07/14,ISL,0.286,0,341250,
2020/07/14,ITA,198.286,12.143,60461828,
2020/07/14,LIE,0,0,38137,
2020/07/14,LTU,4.429,0,2722291,
2020/07/14,LUX,64.714,0.143,625976,
2020/07/14,LVA,5.714,0.143,1886202,
2020/07/14,MLT,0.143,0,441539,
2020/07/14,NLD,65,0.429,17134873,
2020/07/14,NOR,7.714,0.286,5421242,
2020/07/14,POL,292.143,8.571,37846605,
2020/07/14,PRT,376.429,5.571,10196707,
2020/07/14,ROU,566.429,18.857,19237682,
2020/07/14,SVK,20.143,0,5459643,
2020/07/14,SVN,17.143,0,2078932,
2020/07/14,SWE,307.714,14,10099270,
2020/07/15,AUT,91.571,0.571,9006400,
2020/07/15,BEL,107,1.714,11589616,
2020/07/15,BGR,219.286,4.286,6948445,
2020/07/15,CYP,2.429,0,875899,
2020/07/15,CZE,94.429,0.571,10708982,
2020/07/15,DEU,313,4.857,83783945,
2020/07/15,DNK,27.429,0.143,5792203,
2020/07/15,ESP,711.571,2.429,46754783,
2020/07/15,EST,1.857,0,1326539,
2020/07/15,FIN,4.429,-0.143,5540718,
2020/07/15,FRA,519.714,22.571,67564251,
2020/07/15,GRC,41.143,0,10423056,
2020/07/15,HRV,89.714,0.857,4105268,
2020/07/15,HUN,7.571,0.857,9660350,
2020/07/15,IRL,20.143,1.429,4937796,
2020/07/15,ISL,0.286,0,341250,
2020/07/15,ITA,193.857,11.857,60461828,
2020/07/15,LIE,0,0,38137,
2020/07/15,LTU,6,0,2722291,
2020/07/15,LUX,67.429,0.143,625976,
2020/07/15,LVA,5.286,0.143,1886202,
2020/07/15,MLT,0.143,0,441539,
2020/07/15,NLD,73.143,0.143,17134873,
2020/07/15,NOR,8.714,0.286,5421242,
2020/07/15,POL,290.286,7.429,37846605,
2020/07/15,PRT,366.714,6.429,10196707,
2020/07/15,ROU,578.714,19.286,19237682,
2020/07/15,SVK,18.429,0,5459643,
2020/07/15,SVN,16.429,0,2078932,
2020/07/15,SWE,273.714,12.857,10099270,
2020/07/16,AUT,93.571,0.714,9006400,
2020/07/16,BEL,146.857,2.429,11589616,
2020/07/16,BGR,210.286,4.429,6948445,
2020/07/16,CYP,3,0,875899,
2020/07/16,CZE,99,0.429,10708982,
2020/07/16,DEU,349.857,4.286,83783945,
2020/07/16,DNK,29.714,0.143,5792203,
2020/07/16,ESP,828.429,2.143,46754783,
2020/07/16,EST,0.714,0,1326539,
2020/07/16,FIN,2.857,-0.143,5540718,
2020/07/16,FRA,537.571,22.714,67564251,
2020/07/16,GRC,38.143,0,10423056,
2020/07/16,HRV,89,0.714,4105268,
2020/07/16,HUN,8.429,0.571,9660350,
2020/07/16,IRL,19,0.857,4937796,
2020/07/16,ISL,0.429,0,341250,
2020/07/16,ITA,196.143,13,60461828,
2020/07/16,LIE,0,0,38137,
2020/07/16,LTU,6.429,0,2722291,
2020/07/16,LUX,80.857,0.143,625976,
2020/07/16,LVA,3.571,0.143,1886202,
2020/07/16,MLT,0,0,441539,
2020/07/16,NLD,79.857,0,17134873,
2020/07/16,NOR,7.143,0.286,5421242,
2020/07/16,POL,300.429,7.714,37846605,
2020/07/16,PRT,355.429,5,10196707,
2020/07/16,ROU,602,19.571,19237682,
2020/07/16,SVK,14.286,0,5459643,
2020/07/16,SVN,17.286,0,2078932,
2020/07/16,SWE,264.857,13.286,10099270,
2020/07/17,AUT,104.286,0.714,9006400,
2020/07/17,BEL,163.143,2.714,11589616,
2020/07/17,BGR,211.143,4.286,6948445,
2020/07/17,CYP,2.857,0,875899,
2020/07/17,CZE,105.857,0.857,10708982,
2020/07/17,DEU,387.571,3.571,83783945,
2020/07/17,DNK,32.429,0.286,5792203,
2020/07/17,ESP,906.714,2.429,46754783,
2020/07/17,EST,1,0,1326539,
2020/07/17,FIN,3.143,-0.143,5540718,
2020/07/17,FRA,553.857,20.857,67564251,
2020/07/17,GRC,33.143,0.143,10423056,
2020/07/17,HRV,86.429,0.429,4105268,
2020/07/17,HUN,10,0.286,9660350,
2020/07/17,IRL,20.143,1.143,4937796,
2020/07/17,ISL,0.429,0,341250,
2020/07/17,ITA,189.714,12.857,60461828,
2020/07/17,LIE,0.143,0,38137,
2020/07/17,LTU,6.714,0,2722291,
2020/07/17,LUX,90.286,0.143,625976,
2020/07/17,LVA,2.857,0.143,1886202,
2020/07/17,MLT,0,0,441539,
2020/07/17,NLD,89.571,0.286,17134873,
2020/07/17,NOR,7.286,0.429,5421242,
2020/07/17,POL,313,7.143,37846605,
2020/07/17,PRT,342.571,5.143,10196707,
2020/07/17,ROU,631.571,20.143,19237682,
2020/07/17,SVK,13.571,0,5459643,
2020/07/17,SVN,17.571,0,2078932,
2020/07/17,SWE,253.714,13.286,10099270,
2020/07/18,AUT,112.857,0.714,9006400,
2020/07/18,BEL,176.714,2.571,11589616,
2020/07/18,BGR,209,4.571,6948445,
2020/07/18,CYP,3.286,0,875899,
2020/07/18,CZE,105.714,0.857,10708982,
2020/07/18,DEU,388.143,3,83783945,
2020/07/18,DNK,32.429,0.286,5792203,
2020/07/18,ESP,906.714,2.429,46754783,
2020/07/18,EST,1,0,1326539,
2020/07/18,FIN,3.857,-0.143,5540718,
2020/07/18,FRA,541.286,20.857,67564251,
2020/07/18,GRC,30.143,0.143,10423056,
2020/07/18,HRV,83,0.286,4105268,
2020/07/18,HUN,12.286,0.143,9660350,
2020/07/18,IRL,19.857,1,4937796,
2020/07/18,ISL,0.714,0,341250,
2020/07/18,ITA,198.429,13.857,60461828,
2020/07/18,LIE,0.286,0,38137,
2020/07/18,LTU,7.143,0.143,2722291,
2020/07/18,LUX,91.571,0.143,625976,
2020/07/18,LVA,2.286,0.143,1886202,
2020/07/18,MLT,0.143,0,441539,
2020/07/18,NLD,96.143,-0.143,17134873,
2020/07/18,NOR,7.286,0.429,5421242,
2020/07/18,POL,317.857,7.143,37846605,
2020/07/18,PRT,309.857,4.286,10196707,
2020/07/18,ROU,658.857,19.714,19237682,
2020/07/18,SVK,11.857,0,5459643,
2020/07/18,SVN,16.143,0,2078932,
2020/07/18,SWE,237.429,13.286,10099270,
2020/07/19,AUT,108.286,0.429,9006400,
2020/07/19,BEL,142.714,2.571,11589616,
2020/07/19,BGR,211.571,4.571,6948445,
2020/07/19,CYP,2.429,0,875899,
2020/07/19,CZE,110.143,1,10708982,
2020/07/19,DEU,402.286,3,83783945,
2020/07/19,DNK,32.857,0.286,5792203,
2020/07/19,ESP,906.714,2.429,46754783,
2020/07/19,EST,1,0,1326539,
2020/07/19,FIN,5.857,-0.143,5540718,
2020/07/19,FRA,539.571,20.857,67564251,
2020/07/19,GRC,29.143,0.143,10423056,
2020/07/19,HRV,89,0.143,4105268,
2020/07/19,HUN,14.143,0.143,9660350,
2020/07/19,IRL,18.857,1,4937796,
2020/07/19,ISL,0.857,0,341250,
2020/07/19,ITA,196.143,13,60461828,
2020/07/19,LIE,0.286,0,38137,
2020/07/19,LTU,9.143,0.143,2722291,
2020/07/19,LUX,97.143,0,625976,
2020/07/19,LVA,2.714,0.143,1886202,
2020/07/19,MLT,0.429,0,441539,
2020/07/19,NLD,102.571,-0.143,17134873,
2020/07/19,NOR,6.714,0.429,5421242,
2020/07/19,POL,316.143,7.571,37846605,
2020/07/19,PRT,303.429,4.143,10196707,
2020/07/19,ROU,703.286,20.286,19237682,
2020/07/19,SVK,11.143,0,5459643,
2020/07/19,SVN,15,0.143,2078932,
2020/07/19,SWE,238,13.286,10099270,
2020/07/20,AUT,113.571,0.429,9006400,
2020/07/20,BEL,198.143,3.286,11589616,
